,prim_okved,zsk,inn_type,company_age,phone_mask,is_fraud
93579,96.09,-1,2,old,7923153,0
93580,72.19,-1,2,mid,7999870,0
93581,46.73,-1,1,mid,7909210,0
93582,25.99.25,-1,1,mid,7964644,0
93583,69.10,2,2,mid,7981276,0
93584,62.01,-1,2,mid,7913937,0
93585,43.33,1,1,mid,7910996,0
93586,46.72.21,1,1,old,7920207,1
93587,90.03,-1,2,mid,7904815,0
93588,47.43,-1,2,old,7905250,0
93589,43.39,1,1,mid,7981998,0
93590,62.01,-1,2,old,7952276,1
93591,62.02.3,-1,2,mid,7928842,1
93592,96.02,-1,1,old,7911016,0
93593,46.90,1,1,old,7905985,1
93594,96.04,-1,2,old,7918589,0
93595,96.02,-1,2,mid,7983143,0
93596,46.13.2,1,1,mid,7964762,1
93597,43.32,2,1,mid,7981718,1
93598,41.20,2,2,mid,7950048,1
93599,46.90,1,1,old,7923129,1
93600,42.99,1,1,mid,7968077,1
93601,46.41,-1,1,mid,7901286,0
93602,47.7,-1,2,mid,7904809,0
93603,41.20,1,1,mid,7987887,1
93604,46.31,2,2,mid,7981690,1
93605,46.73,-1,2,old,7915985,1
93606,46.73,-1,1,old,7950748,1
93607,18.12,-1,2,mid,7903116,0
93608,73.11,2,1,mid,7985269,1
93609,41.20,2,1,mid,7922613,0
93610,73.11,-1,2,old,7926852,0
93611,42.11,1,1,old,7915966,1
93612,62.01,-1,2,old,7918490,0
93613,62.01,2,2,mid,7922018,1
93614,74.90.2,-1,2,old,7910646,0
93615,49.41,-1,2,mid,7903999,0
93616,95.21,1,1,mid,7985457,1
93617,46.22,2,1,mid,7913771,1
93618,74.10,-1,2,mid,7960494,1
93619,41.20,1,1,mid,7911631,0
93620,43.22,-1,1,mid,7982825,1
93621,47.91,-1,2,mid,7912896,1
93622,43.13,-1,1,old,7966785,0
93623,41.10,-1,1,mid,7961187,1
93624,41.20,1,2,mid,7952319,0
93625,43.29,2,1,mid,7903630,0
93626,43.21,1,1,mid,7996703,1
93627,47.64,1,2,mid,7985966,0
93628,47.19,-1,2,mid,7951389,1
93629,70.22,-1,2,mid,7909161,0
93630,46.90,-1,2,mid,7912688,1
93631,47.72,2,1,mid,7904670,1
93632,74.10,-1,2,old,7963994,1
93633,43.21,1,1,mid,7902237,1
93634,95.29.9,-1,2,old,7988998,1
93635,46.73.4,1,1,mid,7993029,1
93636,45.20,-1,2,mid,7977000,0
93637,73.11,2,1,old,7915523,1
93638,93.13,-1,2,mid,7916181,0
93639,45.31.1,-1,1,old,7917632,0
93640,46.73,2,1,mid,7933322,1
93641,43.21,2,2,mid,7982294,1
93642,47.91,-1,2,mid,7937231,0
93643,74.20,-1,2,mid,7938142,1
93644,47.11,-1,2,mid,7923317,0
93645,81.29,-1,2,mid,7982817,1
93646,22.22,-1,1,mid,7989526,0
93647,20.42,-1,1,old,7965278,0
93648,95.11,-1,2,mid,7977268,0
93649,41.20,-1,2,mid,7950174,0
93650,46.90,1,1,old,7953785,0
93651,73.20,2,2,new,7905579,0
93652,46.74,2,1,mid,7910828,0
93653,45.20,-1,2,old,7982922,0
93654,47.99,-1,2,new,7926777,0
93655,96.02,-1,2,mid,7905458,0
93657,49.41,1,1,old,7953891,1
93658,47.91,1,2,mid,7999519,0
93659,73.11,-1,1,mid,7925888,0
93660,47.91,1,1,mid,7922184,0
93661,41.20,-1,2,new,7906889,1
93662,45.20,-1,2,new,7986666,1
93663,81.21,-1,1,mid,7960530,1
93664,33.12,-1,2,mid,7915525,0
93665,43.39,-1,2,mid,7900622,1
93666,46.90,1,1,mid,7951460,1
93667,72.19,-1,1,mid,7926098,0
93668,74.20,-1,1,mid,7999526,0
93669,46.90,-1,2,mid,7913312,1
93670,96.02,-1,2,mid,7904096,0
93671,43.39,1,2,mid,7939753,1
93672,49.41,-1,2,mid,7977952,0
93673,43.29,2,1,mid,7987947,1
93674,69.20.2,-1,1,mid,7923165,0
93675,43.31,-1,2,old,7903049,1
93676,62.01,-1,2,new,7999980,0
93677,59.20,2,2,mid,7921778,0
93678,45.20,-1,2,old,7917164,1
93679,68.20.2,-1,1,old,7915338,0
93680,41.20,-1,2,mid,7910276,0
93681,46.73.6,-1,1,old,7995558,1
93682,68.20.2,-1,2,old,7910420,0
93683,46.73.6,-1,1,mid,7912209,1
93684,43.99,1,2,mid,7985099,0
93685,62.01,2,2,mid,7982461,0
93686,62.01,-1,2,old,7961785,1
93687,95.22.1,-1,2,old,7950526,0
93688,33.12,-1,1,mid,7925026,0
93689,41.20,-1,2,old,7930271,0
93691,49.41,1,2,mid,7913795,1
93692,46.49,1,2,mid,7913459,1
93693,33.12,1,1,mid,7927365,1
93694,46.62,-1,2,old,7960577,1
93695,73.11,-1,1,old,7903939,1
93696,25.11,2,1,mid,7992094,1
93697,41.20,1,1,mid,7960163,1
93698,47.91,-1,2,mid,7966758,0
93699,10.91,-1,1,mid,7999829,0
93700,47.91.1,2,1,mid,7952225,0
93701,68.20,-1,1,mid,7908316,0
93702,49.41,-1,2,new,7919189,1
93703,38.32.3,1,1,mid,7906853,1
93704,43.99,-1,1,mid,7908211,1
93706,66.19,-1,2,mid,7913006,1
93707,81.10,1,1,old,7992289,0
93708,49.41,1,1,mid,7999292,0
93709,56.10,-1,2,mid,7916993,0
93710,46.75,-1,2,mid,7917938,1
93711,43.39,-1,2,mid,7923121,0
93712,41.20,1,1,mid,7985667,1
93713,63.99,-1,2,mid,7952410,0
93714,46.32,1,1,mid,7929631,1
93715,47.91,-1,2,mid,7916079,0
93716,46.13,-1,1,mid,7911531,0
93717,46.69,-1,1,mid,7904801,1
93718,81.30,1,2,mid,7982733,0
93719,46.90,-1,2,mid,7918593,0
93720,47.91,-1,2,mid,7960958,0
93721,46.13,2,2,new,7909019,1
93722,46.73,1,2,old,7912202,0
93723,43.91,1,1,old,7915607,1
93724,46.49,2,1,mid,7991346,1
93725,43.29,-1,2,mid,7915287,0
93726,41.20,-1,2,mid,7912759,1
93727,43.21,1,2,mid,7981724,1
93728,33.20,-1,2,mid,7977947,0
93729,47.71,-1,2,mid,7952771,1
93730,46.73,1,1,old,7965735,1
93731,73.11,-1,1,mid,7965163,0
93732,84.22,-1,1,mid,7980756,0
93733,49.41,2,2,mid,7983312,1
93734,20.59,-1,1,mid,7913899,0
93735,49.41,1,2,mid,7960588,1
93736,47.91,-1,2,mid,7987413,0
93737,49.41,-1,2,new,7928221,0
93738,43.39,2,1,mid,7916122,1
93739,41.20,-1,1,old,7953490,0
93740,96.02,1,1,old,7905356,1
93741,10.85,-1,2,mid,7901185,0
93742,47.91,-1,2,old,7967603,1
93743,46.51,-1,2,new,7918750,0
93745,43.31,1,1,mid,7981032,1
93746,94.99,-1,1,old,7927975,0
93747,53.20,-1,2,mid,7950855,1
93748,73.11,1,1,mid,7918768,0
93749,31.09,-1,2,old,7968734,1
93750,45.31,1,1,old,7962692,0
93751,43.31,1,2,mid,7919398,0
93752,73.11,-1,2,mid,7925512,1
93753,62.01,-1,2,old,7968888,0
93754,41.20,-1,1,old,7908086,0
93756,49.42,-1,1,mid,7980437,0
93757,95.21,-1,2,new,7952222,0
93758,41.20,-1,1,mid,7921886,0
93759,46.90,1,1,mid,7980211,1
93760,43.39,-1,2,mid,7964564,0
93761,45.31,1,1,old,7995851,1
93762,43.11,2,1,mid,7985411,0
93763,43.32,2,2,old,7983304,1
93764,47.91,-1,2,mid,7910422,0
93765,46.90,1,1,old,7901451,1
93766,43.21,-1,1,mid,7999675,1
93767,77.21,-1,2,old,7950183,0
93768,41.20,2,1,mid,7913736,1
93769,46.73,1,1,new,7987935,0
93770,69.10,-1,2,mid,7903602,1
93771,43.21,-1,2,mid,7911537,0
93772,46.51,2,1,mid,7912004,0
93773,46.74,-1,1,mid,7962201,0
93774,22.23,1,1,new,7916528,0
93775,47.91,1,2,mid,7953350,1
93776,73.11,-1,2,old,7916166,0
93777,63.12,-1,2,mid,7994417,0
93778,49.10,1,2,mid,7985025,0
93779,46.73,2,2,mid,7951113,1
93780,49.41,1,1,old,7920187,0
93781,46.75.1,1,1,mid,7902444,1
93782,49.32,-1,2,mid,7968535,1
93784,46.69,2,2,mid,7996128,0
93785,43.21,-1,1,mid,7922503,1
93786,70.22,-1,1,old,7909997,0
93787,68.32,-1,1,mid,7913918,1
93788,43.29,2,1,mid,7963082,0
93789,59.12,-1,2,old,7909461,1
93790,47.72.1,-1,2,mid,7923293,0
93791,47.71,-1,2,mid,7921789,0
93792,86.21,-1,1,mid,7911737,0
93793,69.20,-1,2,old,7938545,0
93794,43.32,-1,1,mid,7905181,1
93795,46.73.6,1,1,mid,7965592,1
93796,56.10,-1,2,old,7960465,0
93797,95.22.1,1,2,mid,7978045,1
93798,46.73,2,1,mid,7951193,1
93799,27.32,-1,1,mid,7913702,1
93800,47.78,-1,2,mid,7905405,0
93801,46.43,-1,2,new,7952653,0
93802,46.90,-1,1,mid,7915946,1
93803,47.91,-1,2,old,7926365,0
93804,70.22,-1,2,mid,7977852,0
93805,46.90,2,1,mid,7908048,0
93806,43.22,-1,2,mid,7983101,1
93807,46.90,1,2,mid,7913483,1
93808,62.01,-1,2,mid,7919646,0
93809,46.73,1,1,mid,7923432,1
93810,41.20,-1,2,mid,7965965,0
93811,96.02,-1,2,mid,7903435,0
93812,49.42,1,2,mid,7912518,1
93813,43.31,1,2,mid,7904092,0
93814,46.90,2,1,mid,7989348,1
93815,41.20,2,1,mid,7930072,1
93816,45.31,1,1,mid,7908087,0
93817,47.78,-1,2,mid,7961788,0
93818,72.20,-1,1,mid,7905750,1
93819,77.11,-1,2,new,7923318,0
93820,47.91,-1,2,mid,7922362,0
93821,46.90,2,1,mid,7962035,0
93822,95.24,-1,2,mid,7920927,1
93823,41.2,-1,1,old,7929684,0
93824,41.20,-1,1,old,7985911,1
93825,42.11,2,1,mid,7962191,1
93826,53.20,-1,2,mid,7939379,0
93827,45.31,1,1,mid,7910315,1
93828,46.43,-1,2,old,7908208,0
93829,82.19,1,2,mid,7911530,1
93830,45.31,2,1,mid,7906888,1
93831,63.11,-1,2,old,7965465,0
93832,85.42,-1,2,mid,7925051,0
93833,49.41,-1,2,mid,7905046,0
93834,47.23,-1,2,mid,7908999,0
93835,41.20,-1,2,mid,7911837,0
93836,47.91,-1,2,mid,7983143,1
93837,47.76.1,-1,2,mid,7913596,1
93838,32.9,1,1,mid,7926800,0
93839,47.91,-1,2,new,7982642,0
93840,18.12,1,1,old,7982662,1
93841,43.21,1,1,mid,7916073,1
93842,43.21,2,1,mid,7921252,1
93843,68.10,1,1,new,7904588,0
93844,46.71,-1,2,mid,7918697,0
93845,73.11,-1,2,new,7950920,0
93846,41.20,1,2,mid,7910253,1
93847,43.39,2,1,mid,7906537,0
93848,43.21,1,2,old,7906636,1
93849,43.29,2,1,mid,7904072,1
93850,47.91.2,-1,2,mid,7923505,1
93851,41.20,2,1,old,7919963,0
93852,47.91,-1,2,mid,7999848,0
93853,47.71,-1,2,old,7913775,1
93854,43.21,1,1,mid,7915943,0
93855,70.22,1,2,mid,7910287,1
93856,49.41,1,1,mid,7922148,0
93857,41.20,-1,1,old,7904827,1
93858,45.20,-1,2,mid,7963710,0
93859,69.10,1,1,mid,7937059,1
93861,43.21,-1,1,mid,7911721,1
93862,43.29,1,2,mid,7964837,1
93863,56.10,-1,2,mid,7952237,0
93865,49.32,-1,2,mid,7911928,0
93866,47.51,-1,2,old,7961302,0
93867,43.39,2,1,mid,7927213,1
93868,43.29,-1,1,mid,7909840,0
93870,73.11,2,1,old,7915458,1
93871,96.09,-1,2,mid,7913576,0
93874,43.39,-1,2,mid,7962555,1
93875,85.41,-1,2,old,7902646,0
93876,47.91,2,1,mid,7999140,0
93877,46.34,-1,1,mid,7977630,0
93878,63.91,-1,2,old,7916583,1
93879,10.13,-1,1,mid,7923656,0
93880,74.10,-1,2,mid,7916713,0
93881,46.39,-1,1,mid,7995443,1
93882,53.20,-1,2,old,7903997,0
93883,62.01,1,2,old,7912006,1
93884,25.61,1,2,new,7920764,1
93885,73.11,-1,2,mid,7928403,0
93886,56.10,-1,1,old,7968375,0
93887,43.29,2,2,mid,7930428,1
93888,77.11,-1,1,old,7921996,0
93889,47.11,-1,2,mid,7995010,0
93890,93.29,1,2,mid,,1
93891,47.91,1,2,new,7919932,1
93892,74.10,1,1,mid,7917404,1
93893,49.41,-1,2,mid,7996129,1
93894,10.41.5,-1,1,mid,7952815,1
93895,41.20,2,1,mid,7910285,1
93896,47.91,-1,2,mid,7921424,0
93897,32.13,-1,2,old,7951824,0
93898,49.41,1,1,old,7953035,1
93900,68.31,-1,1,mid,7927749,0
93901,81.10,-1,1,mid,7906633,1
93902,38.1,-1,1,mid,7930706,0
93903,49.39.31,1,1,mid,7912874,1
93904,43.29,2,2,mid,7916359,1
93905,68.20.2,-1,2,mid,7911283,0
93906,70.22,-1,2,mid,7981872,0
93907,63.11,1,1,mid,7985258,0
93908,62.01,-1,2,mid,7913579,1
93909,43.11,-1,2,mid,7937778,0
93910,43.39,1,1,mid,7951487,0
93913,69.20,1,1,mid,7930402,1
93914,10.72,1,2,mid,7909405,0
93915,41.10,2,1,old,7931595,1
93917,43.21,-1,1,new,7913973,0
93918,49.42,-1,2,mid,7921939,1
93920,45.20.3,-1,2,old,7905794,0
93921,94.99,-1,1,mid,7977471,0
93922,43.22,1,1,mid,7920224,1
93923,85.41,-1,2,old,7911201,1
93924,47.5,-1,2,mid,7952164,0
93925,47.41,1,1,old,7915124,0
93926,49.41,-1,2,mid,7927268,0
93927,69.10,-1,2,mid,7985247,0
93928,85.41,-1,2,old,7928455,0
93929,41.20,2,2,mid,7912018,1
93930,47.91,-1,2,old,7929887,0
93931,93.19,-1,1,new,7987808,0
93932,46.90,1,1,old,7960955,1
93933,46.42,-1,1,mid,7925268,0
93934,46.51,1,1,new,7916182,0
93935,47.11,-1,2,mid,7985765,0
93936,63.12,1,2,mid,7951190,1
93937,96.09,-1,2,old,7960997,0
93938,41.20,-1,1,mid,7929567,1
93939,46.18,-1,2,mid,7926175,0
93940,82.99,1,1,new,7925800,1
93942,49.41,1,1,new,7902425,0
93943,69.20,-1,1,mid,7992003,1
93944,45.32,1,1,mid,7985976,1
93945,47.59,-1,2,old,7917011,0
93946,43.29,2,2,mid,7919393,1
93947,49.31,-1,2,mid,7999512,0
93948,46.46,1,1,new,7929053,0
93949,47.78,-1,2,mid,7987513,0
93950,45.20.1,1,1,mid,7923333,1
93951,49.41,-1,2,mid,7914950,0
93952,43.21,2,1,mid,7921437,1
93953,41.20,1,2,mid,7958245,0
93954,47.91,-1,1,old,7996229,0
93955,64.99,-1,1,new,7924240,0
93956,41.20,-1,1,old,7902137,1
93957,43.29,2,2,mid,7951119,1
93958,46.73,2,2,mid,7951060,0
93959,41.20,2,2,new,7928159,0
93960,69.20.2,-1,2,old,7964913,0
93961,43.91,-1,2,old,7982443,1
93962,41.10,1,2,mid,7913365,1
93963,78.10,1,1,mid,7951801,1
93964,69.10,-1,2,old,7960053,0
93965,46.73.2,1,1,mid,7930344,0
93966,11.05,-1,1,old,7920509,0
93967,68.20.2,1,1,mid,7926781,1
93968,25.11,-1,1,new,7930775,1
93969,43.39,-1,2,mid,7987677,0
93970,96.02.1,-1,2,mid,7903407,1
93971,79.90,-1,2,mid,7983129,1
93972,46.72,-1,2,mid,7927019,0
93973,62.01,-1,2,old,7926909,0
93974,47.41,-1,2,old,7914733,0
93975,41.20,-1,2,mid,7999859,0
93976,46.73,-1,2,old,7982708,0
93977,43.29,2,2,mid,7909011,1
93978,43.21,2,2,mid,7912895,1
93979,41.20,-1,2,new,7912735,0
93980,46.90,-1,1,new,7913707,0
93981,49.42,2,1,new,7989593,1
93983,62.01,-1,2,mid,7906711,0
93984,64.92.7,-1,1,mid,7996199,0
93985,46.72,1,1,old,7931283,1
93986,29.32,-1,2,mid,7913399,0
93987,46.73.6,1,1,mid,7968707,1
93988,49.42,2,1,mid,7936005,0
93989,46.73,-1,1,mid,7905038,1
93990,41.10,-1,2,mid,7929432,0
93991,47.11,-1,2,mid,7988257,0
93992,96.02,-1,1,old,7977714,0
93993,43.21,2,2,new,7911005,0
93994,46.73,2,1,mid,7936111,0
93995,49.41,-1,1,mid,7920188,1
93996,49.42,2,1,mid,7960031,1
93997,82.92,1,1,old,7909237,1
93998,33.20,-1,1,mid,7962696,1
93999,74.20,-1,2,mid,7981209,1
94000,49.42,-1,2,mid,7913681,1
94001,46.73,2,1,mid,7962155,1
94002,46.22,-1,1,mid,7999003,1
94003,62.03.1,-1,2,old,7920155,1
94004,96.02,-1,1,mid,7904675,0
94005,56.10,-1,2,mid,7999348,0
94007,43.33,-1,1,mid,7916129,1
94008,70.22,-1,2,mid,7950712,0
94009,63.11,-1,2,new,7916914,0
94010,46.49.42,-1,2,old,7905715,0
94011,47.26,-1,2,old,7987143,0
94012,96.02,-1,2,old,7999157,0
94013,68.32,-1,1,mid,7939819,0
94014,41.20,-1,1,mid,7960468,0
94015,49.41,-1,1,mid,7963247,0
94016,85.41,-1,2,old,7995312,0
94017,70.22,-1,2,new,7925008,0
94018,47.91,-1,2,mid,7952600,0
94019,25.62,-1,1,new,7909260,0
94020,43.39,2,1,mid,7900545,1
94021,63.11,-1,2,new,7922300,0
94022,49.41.2,1,1,mid,7910535,0
94023,46.13.2,2,1,mid,7982667,0
94024,41.10,2,1,mid,7902374,1
94025,31.09,-1,2,mid,7900129,0
94026,46.32,-1,1,new,7916349,1
94027,70.22,1,1,mid,7999854,1
94028,45.20,-1,2,old,7950031,0
94029,45.32,2,1,mid,7908816,0
94030,46.47.2,2,1,mid,7999576,0
94031,69.20.2,2,2,mid,7958862,0
94032,41.20,-1,1,old,7931202,0
94033,47.43,-1,2,mid,7921201,0
94034,45.31,1,1,mid,7908057,1
94035,63.91,-1,2,old,7900124,1
94036,47.59.7,-1,2,mid,7980077,1
94037,43.29,2,1,mid,7921821,1
94038,69.10,-1,2,new,7977925,0
94039,45.31,-1,1,mid,7951129,1
94040,82.99,-1,2,mid,7909963,0
94041,46.42,-1,2,mid,7913206,1
94042,43.99,-1,2,old,7922156,0
94043,49.41,-1,1,mid,7965168,0
94044,45.20,-1,2,new,7904922,1
94045,41.20,-1,2,old,7921264,0
94046,49.42,-1,2,mid,7913005,0
94047,43.31,-1,2,mid,7904631,1
94048,71.11,2,1,mid,7992167,0
94049,47.11.1,-1,2,mid,7967501,0
94050,46.15.9,2,1,mid,7903290,0
94051,41.20,-1,1,mid,7996693,1
94052,81.21,-1,2,mid,7952350,1
94053,46.90,2,1,mid,7961325,1
94054,73.11,1,1,mid,7966872,1
94055,46.73,1,1,mid,7989583,0
94056,45.20,-1,2,mid,7912888,0
94057,81.10,2,1,mid,7961160,0
94058,43.99,-1,2,mid,7917151,1
94059,62.01,-1,1,mid,7919909,1
94060,69.20,-1,2,old,7910975,0
94061,47.59,-1,2,old,7909416,0
94062,59.13,-1,1,mid,7916966,0
94063,72.20.1,-1,2,old,7989625,1
94064,08.1,1,1,mid,7900164,0
94065,41.20,1,1,mid,7909361,1
94066,52.29,1,1,mid,7919334,1
94067,43.33,-1,2,new,7902151,1
94068,47.11,-1,2,mid,7927907,0
94069,73.11,-1,2,mid,7901663,0
94070,69.10,-1,2,mid,7965277,0
94071,93.29.9,-1,2,old,7988183,1
94072,47.51,-1,2,mid,7900901,0
94073,38.11,-1,1,new,7904985,0
94074,88.10,-1,2,new,7917045,0
94075,43.21,1,2,mid,7921061,0
94076,52.29,-1,1,mid,7913923,0
94077,14.12,-1,1,old,7937454,0
94078,41.20,1,1,mid,7964763,0
94079,47.25,2,1,mid,7902722,0
94080,74.10,-1,2,mid,7932019,0
94081,62.01,-1,2,mid,7969205,1
94082,46.90,-1,1,old,7913765,1
94083,45.20,-1,2,old,7952886,0
94084,41.20,1,1,mid,7960841,1
94085,49.42,-1,1,new,7995933,0
94086,23.12,-1,1,old,7965493,0
94087,95.11,-1,2,new,7999462,0
94088,47.25.1,-1,1,mid,7926694,0
94089,77.29,-1,2,mid,7903612,1
94090,43.31,-1,2,mid,7951266,0
94091,96.02,-1,2,mid,7908453,0
94092,68.20,-1,2,mid,7922088,0
94093,43.31,-1,1,mid,7911543,1
94094,46.90,2,1,mid,7925099,0
94095,43.21,2,2,mid,7962683,1
94096,43.29,1,1,mid,7916913,1
94097,62.02,-1,2,mid,7987688,0
94098,41.20,-1,1,mid,7903932,1
94099,46.43,1,2,mid,7980749,1
94101,46.73,2,2,old,7953150,1
94102,88.99,2,1,mid,7925022,1
94103,62.01,-1,2,old,7917506,0
94104,68.32.1,1,1,mid,7995311,1
94105,43.21,1,2,old,7919354,1
94106,46.44,1,2,mid,7904868,0
94107,85.42.9,-1,1,old,7999031,0
94108,46.31,1,1,old,7981725,1
94109,41.20,-1,1,mid,7960983,0
94110,55.2,1,1,mid,7910647,0
94111,42.21,2,1,mid,7985157,1
94112,69.10,-1,2,mid,7910101,0
94113,41.20,1,1,mid,7937571,1
94114,62.01,-1,2,old,7950842,0
94115,41.20,2,1,mid,7910614,1
94116,74.30,-1,2,old,7923271,0
94117,41.20,2,1,old,7915866,1
94118,46.72,2,1,mid,7965534,1
94119,46.73,2,1,mid,7923173,1
94120,39.00,2,2,mid,7901205,1
94121,73.11,-1,2,mid,7938135,1
94122,41.20,1,1,mid,7910370,0
94123,68.20,-1,1,old,7902583,0
94124,49.41,-1,1,old,7905777,0
94125,62.01,-1,2,old,7912744,0
94126,81.22,-1,2,mid,7902546,0
94127,43.39,-1,1,new,7999505,0
94128,98.10,-1,2,old,7910462,0
94129,56.10,-1,2,new,7965229,0
94131,96.09,-1,2,old,7960464,0
94132,46.19,1,1,mid,7900164,1
94133,62.02,-1,1,new,7905222,0
94135,43.21,-1,2,new,7912247,1
94136,41.20,-1,1,mid,7922120,1
94137,46.73,1,1,mid,7925878,0
94138,47.91,-1,2,new,7958111,0
94139,43.31,1,2,mid,7900202,0
94140,46.19,2,2,mid,7983351,1
94141,0.00,1,1,old,7982993,0
94142,82.92,-1,2,mid,7965106,0
94143,63.11,-1,2,new,7923423,0
94144,63.11.1,-1,2,mid,7960161,0
94145,74.90,-1,2,old,7981478,0
94146,62.01,-1,2,mid,7926607,0
94147,41.20,1,1,mid,7905349,1
94148,78.30,-1,2,mid,7967752,1
94149,01.21,-1,2,old,7988770,0
94150,43.21,2,1,mid,7983124,0
94151,49.41,1,2,mid,7905559,1
94152,45.20,-1,2,old,7903056,0
94153,41.20,2,1,mid,7937577,1
94154,47.91.2,2,2,mid,7919398,1
94155,46.73,1,2,new,7963705,0
94156,43.99,2,1,mid,7919372,0
94157,49.41,-1,1,mid,7927405,1
94158,73.11,-1,2,mid,7928251,1
94159,43.29,-1,1,mid,7923709,0
94160,46.90,1,1,new,7952333,0
94161,46.90,-1,1,old,7910653,1
94162,82.99,2,1,mid,7915464,0
94163,41.20,-1,1,old,7905849,0
94164,28.99,-1,1,mid,7987388,0
94165,49.41,-1,2,new,7964485,0
94166,49.41,-1,1,new,7953786,0
94167,52.29,2,2,mid,7911032,1
94168,82.99,-1,2,mid,7965519,0
94169,46.72,-1,1,mid,7915702,0
94170,45.31,-1,1,mid,7900131,1
94171,47.91,-1,2,mid,7925687,0
94172,47.51,-1,2,old,7961300,0
94173,43.21,-1,2,mid,7982208,0
94174,43.32,2,1,mid,7921732,1
94175,47.72,2,1,mid,7904671,1
94176,47.21,-1,2,old,7960466,0
94177,72.19,-1,1,mid,7993267,0
94178,49.42,-1,2,old,7995184,1
94179,41.20,-1,2,mid,7988392,0
94180,46.90,2,1,mid,7901041,0
94181,52.10,2,1,mid,7916463,1
94182,47.11,-1,2,old,7987272,0
94184,45.32,1,1,old,7916527,1
94185,56.10,-1,1,mid,7923378,0
94186,56.10,-1,2,new,7982359,1
94187,23.69,-1,1,mid,7978007,0
94188,64.19,-1,2,old,7987297,0
94189,46.31,-1,2,mid,7962510,1
94190,46.18.1,-1,2,mid,7912640,0
94191,73.11,-1,2,mid,7920999,0
94192,62.01,-1,2,old,7925133,0
94193,41.10,2,1,mid,7910724,0
94194,46.90,1,1,old,7969640,1
94195,46.90,2,2,mid,7921356,0
94196,10.41,-1,2,old,7919275,1
94197,77.29,2,1,mid,7901206,1
94198,46.73.6,2,1,mid,7925357,1
94199,46.19,1,1,mid,7962797,1
94200,46.90,2,1,mid,7912047,0
94201,41.20,2,1,mid,7950615,1
94202,47.91,-1,2,mid,7987115,0
94203,10.32,-1,1,new,7920064,0
94204,43.21,-1,1,mid,7913606,0
94205,46.90,1,1,mid,7922023,1
94206,46.49,1,1,new,7903724,0
94207,46.72,1,1,mid,7930267,1
94208,68.31,-1,2,mid,7951391,0
94209,81.21,-1,1,mid,7915190,1
94210,43.22,2,2,mid,7920311,0
94211,43.29,1,2,mid,7982696,1
94212,68.10,-1,2,mid,7999655,0
94213,85.11,-1,2,old,7918175,0
94214,74.10,2,1,mid,7952120,1
94215,46.76,2,1,mid,7936257,0
94216,43.29,1,1,mid,7901059,0
94217,70.22,-1,1,mid,7985156,1
94218,41.20,-1,1,new,7912077,0
94219,43.22,1,1,mid,7996027,0
94220,43.29,1,1,mid,7929604,1
94221,70.22,-1,2,mid,7964791,1
94222,95.22.2,1,2,mid,7961854,1
94223,71.12,1,1,mid,7921546,1
94224,10.32,-1,2,old,7904411,0
94225,46.73,1,1,mid,7920684,1
94226,43.39,1,1,mid,7951431,1
94227,41.20,2,1,mid,7909564,0
94228,46.73,2,2,mid,7927009,1
94229,43.21,1,2,mid,7932301,1
94230,56.10,-1,2,mid,7952842,0
94231,45.32,1,1,new,7950945,0
94232,46.90,-1,2,mid,7999969,1
94233,56.10.1,-1,2,mid,7929916,1
94234,36.00,2,2,mid,7905663,1
94235,73.20,2,2,new,7968855,0
94236,43.99,2,1,mid,7985433,1
94237,81.21,1,1,mid,7936100,0
94238,47.19,1,2,mid,7977340,1
94239,62.01,-1,2,mid,7999201,0
94240,49.20,1,1,mid,7926738,0
94242,46.42,1,2,mid,7901684,1
94243,46.90,-1,1,mid,7905874,1
94244,81.30,-1,2,mid,7953480,0
94245,62.01,-1,2,mid,7912872,0
94246,49.41,-1,2,mid,7926900,0
94247,81.29,1,2,mid,7961854,1
94248,47.19.2,-1,2,old,7918114,1
94249,49.41.3,-1,1,mid,7951748,0
94250,86.90.3,-1,2,mid,7963135,1
94251,62.02,-1,2,mid,7925003,0
94252,73.11,1,1,mid,7950901,0
94253,86.90.3,-1,2,new,7962314,0
94254,81.30,2,1,mid,7906074,1
94255,46.72,1,1,old,7921913,1
94256,69.20,-1,1,mid,7910476,0
94257,01.11,-1,2,mid,7927997,0
94258,43.39,2,1,mid,7996845,0
94259,46.90,1,1,mid,7925519,0
94260,46.90,1,1,old,7922716,1
94261,43.33,-1,2,mid,7938430,1
94262,74.20,-1,2,mid,7951643,0
94263,43.29,2,2,mid,7922026,0
94264,96.04,-1,2,old,7987066,0
94265,47.91,-1,2,mid,7964666,0
94266,47.11,2,2,mid,7991324,0
94267,68.20,-1,2,mid,7953180,0
94268,56.10.1,-1,2,mid,7904122,1
94269,56.10,-1,1,mid,7982645,0
94270,43.21,2,1,old,7913922,1
94271,41.10,2,2,mid,7982458,1
94272,78.20,2,1,mid,7982713,0
94273,45.32,-1,2,mid,7950601,0
94274,96.02,1,1,mid,,0
94275,46.73,-1,2,mid,7922077,1
94276,10.13.4,-1,1,new,7950593,0
94277,47.91,-1,2,old,7904639,0
94278,77.32,1,1,mid,7983169,0
94279,46.14.9,-1,2,new,7937009,0
94280,49.41,-1,2,mid,7922176,1
94281,95.22.1,-1,1,mid,7917264,0
94282,46.38.1,-1,1,mid,7903771,1
94283,49.41,-1,1,old,7911235,1
94284,43.99,-1,1,mid,7919394,1
