prim_okved,zsk,inn_type,company_age,phone_mask,is_fraud
47.11,1,2,mid,7964376,1
46.90,-1,1,mid,7917999,0
46.73,2,2,mid,7999786,1
10.72,-1,2,old,7953562,0
45.31,-1,1,mid,7961870,0
49.42,1,1,mid,7912298,1
95.21,-1,2,mid,7906431,1
63.11,-1,2,mid,7950745,0
46.73,-1,1,mid,7910548,1
46.21,-1,1,mid,7960123,1
68.20,-1,2,mid,7915385,1
41.20,2,1,mid,7916358,0
46.22,-1,2,old,7912888,0
41.20,-1,2,mid,7932117,0
49.41,-1,1,old,7906547,0
46.73,1,2,mid,7908579,0
49.41,-1,2,new,7962164,0
47.78,-1,2,mid,7926777,1
46.72.2,2,1,mid,7902801,0
46.90,1,1,mid,7992100,1
43.39,2,2,mid,7950049,1
73.11,-1,1,mid,7916157,0
68.20,-1,2,mid,7902592,0
43.99,-1,2,old,7950046,0
47.91,1,2,mid,7986793,1
95.11,-1,2,mid,7977988,0
49.41,-1,2,old,7910109,0
49.32,-1,2,mid,7926330,0
43.31,2,1,mid,7929239,0
49.41,1,1,mid,7978070,0
46.22,2,1,mid,7929207,0
85.41,-1,2,old,7963691,0
41.20,2,1,mid,7913964,1
73.11,-1,2,mid,7908237,0
95.21,-1,2,old,7951515,1
52.29,2,1,mid,7911508,0
81.10,1,1,mid,7951101,0
43.21,-1,2,mid,7901457,0
81.10,2,2,mid,,1
43.12,2,2,mid,7908065,1
49.41,1,2,mid,7909359,1
82.20,-1,2,mid,7995075,0
52.24,-1,1,new,7931009,0
47.75,-1,2,mid,7978892,0
41.20,2,1,mid,7910615,1
16.10,1,2,mid,7921861,1
69.10,2,1,mid,7912046,0
47.29.35,-1,1,mid,7981155,0
43.21,1,2,mid,7951890,1
47.91,-1,2,new,7918382,0
46.43,-1,1,old,7902759,0
43.34.2,-1,2,mid,7928403,0
45.32,-1,2,mid,7964902,1
43.29,2,2,mid,7989597,1
43.11,2,1,mid,7901434,1
95.21,-1,1,old,7923508,0
38.11,-1,2,mid,7958836,0
43.21,1,1,old,7987983,1
45.20,2,2,mid,7908028,0
70.22,1,1,new,7937985,0
46.44.1,-1,1,mid,7903969,0
43.29,2,1,mid,7922023,0
63.99.1,2,1,mid,7983308,1
41.20,-1,2,mid,7912925,0
41.20,1,1,mid,7920879,1
46.90,2,1,mid,7925131,0
63.11.1,-1,2,old,7908161,0
82.19,-1,2,new,7904226,0
53.20.3,-1,2,mid,7951830,1
01.11.1,-1,2,mid,7906960,0
46.90,-1,1,old,7921344,1
49.32,-1,2,old,7926148,0
62.01,-1,2,mid,7983207,1
41.20,2,1,mid,7992165,1
82.99,-1,2,mid,7903259,1
47.91,-1,2,old,7977350,0
43.22,1,1,mid,7985748,1
47.71.1,-1,2,mid,7953489,0
46.69,-1,1,old,7969077,1
02.20,-1,2,mid,7912577,0
49.41,-1,2,mid,7919991,1
46.73,1,1,mid,7915848,1
43.29,2,1,mid,7980538,1
46.49,1,1,mid,7921861,1
81.21,-1,2,mid,7901433,0
46.72,2,1,mid,7963942,1
46.51,1,2,old,7952510,1
49.42,2,1,mid,7917163,1
43.29,-1,1,mid,7901999,1
41.20,2,1,mid,7980142,0
96.09,-1,2,mid,7916225,0
70.22,1,2,mid,7911922,0
47.91.2,-1,2,mid,7981698,0
46.90,1,2,mid,7912895,1
95.29.6,-1,2,old,7916777,0
79.90,-1,2,mid,7999654,0
46.73,2,1,mid,7915121,1
43.29,2,2,mid,7981256,1
43.11,1,1,mid,7916632,0
47.52.7,2,2,mid,7983123,0
41.20,1,1,old,7963141,1
43.39,-1,2,old,7961407,0
43.39,-1,2,new,7913387,0
47.51.1,-1,2,mid,7918214,0
23.61,2,2,mid,7978082,1
46.90,2,1,mid,7952909,1
41.20,-1,1,mid,7927270,1
43.21,1,1,mid,7999997,0
41.20,-1,2,mid,7983324,0
46.46.2,-1,1,mid,7930705,1
49.41,1,2,mid,7910149,1
52.29,1,1,mid,7913737,0
62.01,-1,2,old,7952588,1
46.90,2,2,mid,7915683,1
41.20,-1,1,mid,7911095,0
70.10,2,1,old,7913255,1
49.41,1,1,mid,7901092,0
43.99,1,2,mid,7908935,1
43.29,-1,2,old,7983510,0
46.90,1,1,mid,7960936,1
43.29,1,2,mid,7922234,0
41.10,-1,2,old,7939302,0
64.99.6,-1,1,mid,7980888,1
41.20,1,1,mid,7900642,1
46.90,1,2,mid,7922103,1
45.32.2,-1,2,mid,7961302,0
43.34,-1,2,new,7920972,0
43.21,-1,2,mid,7991406,1
18.12,-1,2,new,7964599,1
74.10,-1,2,mid,7925613,0
41.20,-1,1,mid,7916810,1
41.20,2,1,mid,7936182,0
81.10,1,1,old,7915988,1
45.20,-1,2,old,7988552,1
90.01,-1,1,old,7926233,0
45.20.1,-1,1,mid,7913845,0
49.32,-1,2,old,7911706,0
46.90,1,1,mid,7908046,1
18.12,-1,2,mid,7916208,1
43.31,-1,2,mid,7913562,0
47.91,1,1,mid,7931540,0
96.02,-1,2,mid,7925340,0
55.10,-1,2,mid,7931390,0
41.20,1,1,old,7921548,0
46.72,1,1,mid,7921599,0
74.10,-1,2,mid,7900100,0
43.99.5,-1,2,mid,7902843,0
46.46,-1,1,mid,7916262,0
41.20,-1,2,mid,7952368,0
46.90,-1,2,mid,7921361,0
46.44,2,1,old,7951489,1
45.20,2,1,mid,7953806,0
17.21,2,2,new,7927096,0
59.11,-1,1,mid,7905757,0
49.42,2,1,mid,7931373,1
45.32,1,2,mid,7999292,1
93.12,-1,2,mid,7982204,0
46.90,2,1,mid,7916385,0
25.11,1,1,mid,7926881,0
45.20,1,2,mid,7960121,1
46.22,-1,2,new,7952220,0
45.20,-1,2,mid,7905474,0
43.21,-1,2,mid,7919076,0
49.4,-1,2,mid,7913742,1
43.29,-1,1,mid,7917021,1
74.20,-1,2,old,7989624,1
56.10,-1,2,old,7938501,0
47.78.7,-1,1,old,7926557,0
82.99,1,1,old,7914926,1
85.42.9,-1,2,mid,7911361,1
45.31,-1,2,mid,7952519,1
43.31,1,2,mid,7909416,0
46.73,2,1,mid,7982668,0
49.41,-1,1,old,7923257,0
41.20,-1,1,mid,7929009,0
49.41,1,1,mid,7930838,0
70.22,-1,1,old,7929646,0
43.12,1,1,mid,7922705,0
46.90,2,2,mid,7980162,1
47.1,-1,2,mid,7916315,0
43.39,1,2,mid,7980374,0
41.20,1,2,mid,7924462,1
46.90,1,1,mid,7951768,1
46.90,2,1,mid,7987904,1
46.42,-1,1,old,7919774,0
77.31,1,1,mid,7920135,0
49.41,-1,2,mid,7921411,0
41.20,2,2,mid,7911080,1
41.20,1,1,mid,7996090,0
45.20,1,1,old,7983185,1
49.42,-1,2,mid,7987506,0
47.71.5,-1,2,old,7921095,0
43.12,2,1,mid,7992506,0
47.42,-1,2,mid,7916125,0
46.73,1,1,mid,7987405,1
43.29,1,2,old,7921770,1
47.91,-1,2,mid,7937238,0
46.73,1,1,mid,7987296,1
43.29,-1,1,mid,7982341,1
41.20,-1,2,mid,7920284,0
46.73,1,1,old,7996826,1
43.29,1,2,mid,7911734,0
41.20,2,2,mid,7993963,0
47.91,-1,2,mid,7911159,0
90.03,-1,2,old,7926869,0
47.91,-1,2,mid,7999982,1
46.76,-1,1,new,7915689,1
43.29,2,2,mid,7987754,1
41.20,1,1,new,7922000,1
43.39,-1,2,old,7983523,1
62.01,-1,2,mid,7953744,0
43.39,-1,2,old,7963592,0
41.20,-1,2,mid,7922004,1
79.11,-1,1,mid,7921984,0
47.71,-1,2,old,7904556,1
69.20,-1,1,mid,7952697,0
42.99,-1,1,new,7962629,0
03.22,-1,1,mid,7985697,0
13.20,1,1,mid,7901033,1
41.20,-1,1,mid,7913707,1
41.20,-1,2,mid,7904262,1
49.41,1,1,new,7969712,0
46.90,2,1,mid,7915628,0
33.13,-1,1,new,7913921,0
43.21,1,2,mid,7925566,1
68.31,-1,1,mid,7977047,0
43.12,-1,2,mid,7950030,1
47.21,-1,2,old,7927780,0
70.22,-1,2,old,7980248,0
47.51,-1,2,mid,7906675,0
46.31,-1,2,mid,7922473,0
68.10,-1,2,old,7977800,0
41.20,2,1,mid,7926178,1
69.20,2,1,mid,7913025,0
47.91,-1,1,new,7903303,0
49.42,1,1,mid,7909501,1
62.01,-1,2,mid,7911952,1
45.20.3,-1,2,old,7919711,1
62.01,-1,2,mid,7909682,0
46.73,-1,2,mid,7904975,1
49.41,1,1,old,7917116,1
78.1,-1,1,mid,7913913,1
69.20,-1,2,old,7916608,1
46.73,1,2,mid,7999720,0
43.99.9,-1,2,old,7923352,0
41.20,-1,2,new,7977356,0
46.90,1,1,mid,7908048,1
43.31,1,2,mid,7952274,1
81.30,-1,2,old,7911924,0
43.39,2,2,mid,7903851,1
47.21,-1,2,old,7906425,0
31.0,-1,2,old,7962450,0
17.12,-1,1,old,7911116,0
47.91.2,1,2,old,7968521,0
46.41,-1,1,mid,7995128,0
47.91.2,1,2,mid,7919692,0
43.22,1,2,old,7962159,1
43.21,-1,1,old,7910019,0
45.20,1,1,mid,7958111,0
46.90,1,1,mid,7919373,0
46.13.2,1,2,new,7926266,1
41.20,-1,1,new,7930810,1
47.91,2,1,mid,7969013,1
46.19,2,1,mid,7982742,0
81.30,-1,2,new,7915277,1
43.22,1,1,old,7962382,1
45.20,-1,2,new,7937718,0
43.31,1,1,mid,7952407,1
43.12,2,1,new,7910463,1
62.01,-1,2,old,7952573,1
43.39,-1,2,old,7982124,1
41.20,-1,1,old,7912496,1
43.29,2,2,mid,7926712,0
96.02,-1,2,mid,7929251,0
14.19.12,-1,2,old,7969212,0
62.03,1,2,mid,7985009,0
46.76,-1,2,old,7968355,0
47.91.2,-1,2,old,7985797,0
46.90,2,1,mid,7912872,1
56.10,-1,2,mid,7951881,0
56.10,1,2,mid,7950757,0
46.73,1,1,mid,7913958,0
41.20,1,2,mid,7922011,0
84.11.31,-1,1,mid,7977653,0
46.77,2,1,new,7904845,1
86.23,-1,1,old,7922171,0
95.11,1,2,mid,7925081,1
59.11,-1,2,mid,7903141,0
85.42.1,-1,1,old,7951991,0
49.41,2,2,mid,7989344,1
41.20,-1,1,new,7919162,0
81.22,2,1,mid,7985095,1
74.20,1,2,mid,7928417,0
47.42,-1,2,old,7918311,0
47.19.1,-1,2,mid,7982614,0
46.90,1,1,mid,7917875,1
41.20,-1,2,old,7951382,0
18.12,-1,2,mid,7968923,0
63.11,1,1,mid,7967101,1
49.42,1,1,mid,7950221,0
46.73,-1,1,mid,7915614,1
47.52.5,-1,2,mid,7903322,1
46.90,-1,2,new,7931360,1
46.52,2,1,mid,,0
43.39,2,1,mid,7999532,1
45.31,2,1,mid,7982296,1
47.91.2,-1,1,mid,7916972,1
69,-1,1,old,7909727,1
41.10,-1,2,old,7922072,0
49.41,-1,1,mid,7929710,0
62.01,-1,2,old,7921897,1
88.91,-1,2,old,7915110,0
62.01,-1,2,mid,7962922,1
47.91.1,-1,2,mid,7915752,0
96.02,-1,2,old,7962050,0
74.20,-1,2,mid,7938148,1
41.20,-1,1,new,7904670,1
49.41,1,1,mid,7920588,0
47.73,-1,1,mid,7901692,0
31.09,-1,1,mid,7911350,0
43.33,-1,2,mid,7911325,0
62.01,-1,1,old,7995095,0
43.29,-1,2,mid,7960800,0
47.99,-1,1,old,7987754,0
73.11,-1,2,mid,7951622,0
81.21,1,1,mid,7961130,1
42.11,-1,2,new,7963464,0
56.10,-1,1,old,7969724,0
43.39,1,1,mid,7900164,1
82.92,-1,2,old,7905470,1
43.99,1,1,mid,7922133,0
41.20,2,1,mid,7996759,0
95.11,-1,2,old,7930112,1
68.10.1,-1,2,mid,7916245,0
43.32.1,-1,2,mid,7905074,0
46.73,-1,1,mid,7908212,0
47.91.2,-1,2,mid,7921333,0
47.25.1,-1,1,old,7909298,0
46.73,2,1,mid,7980368,1
46.13,-1,1,mid,7911509,1
81.21,2,1,mid,7910886,1
46.90,2,1,mid,7983136,0
70.22,-1,2,mid,7995254,0
96.01,-1,2,old,7962918,0
73.11,-1,1,mid,7980656,0
68.32.1,1,1,old,7925317,1
47.23.1,-1,2,mid,7933223,0
47.8,-1,2,mid,7908317,0
46.73,1,1,mid,7919637,1
56.29,1,1,mid,7962658,0
49.42,-1,2,mid,7961763,1
62.02.9,-1,2,mid,7952025,0
59.11,-1,2,mid,7999425,0
47.91,-1,2,old,7966197,0
43.22,2,1,mid,7987155,1
47.52.1,2,1,mid,7930912,1
49.32,-1,2,old,7960264,0
47.76.1,-1,2,mid,7932428,0
81.21,1,1,mid,7999356,1
49.41,-1,2,mid,7953802,0
41.20,-1,2,new,7982876,0
46.72,-1,1,new,7922029,0
43.99,-1,2,mid,7900136,0
41.10,1,1,old,7980659,1
46.75,-1,1,old,7930918,0
20.13,2,1,mid,7915197,1
25.61,2,1,mid,7964327,1
70.22,-1,2,mid,7916113,0
46.90,2,1,mid,7966732,0
96.04,-1,1,mid,7917863,0
46.90,2,1,mid,7913789,0
49.41,1,2,mid,7922731,0
62.01,-1,2,mid,7926629,0
47.52,2,1,mid,7930211,1
46.90,2,1,mid,7915402,1
46.73,1,1,new,7909310,1
96.09,-1,2,old,7909584,0
46.90,2,1,old,7902152,1
43.29,-1,1,new,7985885,0
45.20,1,2,mid,7913094,1
47.71,-1,2,old,7996408,0
43.29,1,2,old,7982826,1
46.90,2,1,mid,7929275,1
43.29,2,2,mid,7982348,1
49.32,-1,2,mid,7964911,1
38.32,2,1,mid,7900675,1
46.72,2,1,mid,7961775,1
46.73,1,1,mid,7911517,1
47.91,-1,2,mid,7911969,1
43.39,2,1,old,7922193,1
81.22,1,1,mid,7927894,1
46.72,1,2,old,7931360,1
43.33,1,2,mid,7938544,1
46.73,1,1,mid,7916000,1
46.72.2,1,1,old,7952916,0
73.11,-1,1,old,7951936,0
47.78,-1,2,mid,7980754,0
47.24,-1,1,old,7939734,0
96.04,-1,2,mid,7915389,0
43.99,2,1,mid,7980142,1
62.01,-1,2,mid,7999243,0
68.20,-1,2,mid,7903191,0
43.21,2,1,mid,7952915,0
46.90,-1,1,mid,7985145,0
46.44,1,1,mid,7920033,0
43.21,-1,2,old,7919909,0
62.09,-1,1,new,7992201,0
33.12,-1,1,new,7906035,1
96.09,-1,2,mid,7999444,0
52.29,-1,2,mid,7963091,0
46.69,2,2,mid,7926331,0
62.02,-1,2,mid,7903559,0
14.14,-1,1,new,7909938,0
90.03,-1,2,old,7994407,1
47.91,-1,2,mid,7988188,1
68.31,-1,1,mid,7905748,1
47.91,-1,2,mid,7920566,0
47.42,-1,2,new,7928001,1
41.20,1,2,mid,7968608,0
46.90,2,1,mid,7936333,1
47.91,1,1,mid,7903588,1
62.01,-1,2,old,7985885,1
43.21,-1,1,new,7906594,0
46.73,-1,2,mid,7938526,1
73.11,-1,2,mid,7922663,0
47.91,-1,2,mid,7916291,1
43.91,-1,2,mid,7906254,0
95.21,2,1,mid,7985976,1
43.99.1,-1,2,mid,7928330,1
46.31,-1,2,old,7999239,0
47.59,-1,2,new,7960052,0
41.20,-1,2,mid,7911844,0
43.21,2,1,mid,7999032,1
41.20,2,1,mid,7905659,0
46.49.4,1,1,mid,7914953,1
63.12,-1,2,mid,7996775,0
74.10,1,2,mid,7900127,1
49.41,-1,1,old,7962608,1
43.31,-1,1,mid,7906860,0
49.41,1,1,new,7903339,0
47.62,-1,2,mid,7928751,0
73.11,-1,2,new,7999801,0
43.33,-1,2,new,7963349,1
68.20,1,1,old,7960283,0
45.20,-1,2,mid,7927211,0
46.90,1,1,old,7925532,1
43.21,-1,1,mid,7913758,1
56.10,-1,2,mid,7952723,1
41.20,1,2,mid,7926168,1
49.42,-1,2,mid,7919387,1
46.73.6,2,1,mid,7981746,1
43.31,1,1,mid,7999066,0
45.20.3,-1,2,old,7982434,1
63.99.1,-1,2,mid,7926452,0
49.41.2,-1,2,mid,7960542,1
47.29,-1,2,mid,7914714,0
55.10,-1,2,old,7913784,1
23.70.2,-1,2,mid,7922222,1
43.21,1,2,mid,7919643,1
43.29,2,1,mid,7980131,1
43.39,1,1,mid,7905258,0
79.11,2,2,mid,7919387,0
47.71,-1,2,mid,7909981,1
86.21,-1,2,mid,7989236,0
49.42,-1,2,old,7995910,1
49.31,-1,2,new,7932300,0
46.90,-1,1,mid,7981940,1
85.41,-1,2,old,7985240,0
69.20,-1,1,old,7916074,0
43.29,-1,2,new,7908090,0
46.48.2,-1,2,mid,7936246,0
43.29,1,2,mid,7982458,1
32.99.9,1,1,mid,7950375,0
47.81,-1,2,old,7923647,0
46.73.2,-1,2,mid,7915017,0
45.31,1,1,mid,7912759,0
95.11,-1,2,mid,7917324,0
41.20,1,1,mid,7951190,0
43.32,2,2,mid,7919916,1
95.11,-1,2,mid,7918344,0
62.02,-1,2,new,7953733,0
47.19,-1,2,mid,7925160,0
41.20,-1,2,new,7926123,1
53.20.39,1,1,mid,7915471,1
49.41,-1,2,mid,7913458,0
46.43.2,-1,1,mid,7995501,0
43.21,-1,1,mid,7999002,0
46.52,-1,2,mid,7912660,1
45.20,2,1,mid,7911549,1
43.39,2,2,mid,7981273,1
43.29,2,1,mid,7920133,0
52.10,1,1,old,7962375,0
46.90,-1,2,mid,7996180,1
95.11,-1,2,old,7903094,0
81.10,2,1,mid,7981222,1
47.99,-1,2,mid,7968738,0
43.29,1,1,old,7913799,1
43.21,-1,2,mid,7912753,1
71.12,-1,1,mid,7904508,0
43.39,2,1,mid,7911293,1
43.29,2,1,mid,7917955,1
49.41,-1,2,mid,7988869,0
49.20.9,2,1,mid,7965611,1
49.41,-1,2,mid,7904849,0
95.11,-1,2,mid,7987435,1
49.32,-1,2,mid,7938532,0
43.29,1,2,new,7911269,1
85.41.9,2,2,mid,7996380,0
46.73.8,1,1,mid,7950174,0
43.22,2,1,mid,7929509,1
47.41,-1,1,old,7925405,1
47.64.1,1,2,mid,7996172,1
43.39,1,1,mid,7950748,0
69.20,-1,2,new,7904439,0
10.89,-1,1,mid,7905216,0
46.90,2,1,mid,,0
95.11,-1,2,old,7909419,1
46.90,2,1,mid,7989152,0
69.20,1,2,mid,7965531,1
23.14,-1,1,old,7921905,1
47.41,-1,1,mid,7916385,1
62.01,1,2,mid,7951966,0
62.02,-1,2,old,7923562,0
49.42,-1,2,new,7902552,0
43.32,2,1,mid,7950356,1
41.20,-1,2,old,7952924,1
41.20,1,1,mid,7913243,1
46.90,-1,1,old,7919682,1
70.10.1,-1,1,old,7926220,0
47.91,2,2,mid,7951653,0
46.69.2,-1,1,mid,7987503,0
46.13,-1,1,mid,7981421,0
46.69,1,1,mid,7980218,1
49.41,-1,2,mid,7922646,0
73.11,-1,2,mid,7953953,0
47.78,-1,2,old,7913039,0
47.71.3,2,1,old,7915229,1
49.41,2,1,mid,7902349,1
79.11,-1,1,new,7918770,0
41.20,1,2,mid,7999223,1
59.12,-1,2,mid,7968927,0
46.37,1,1,old,7903264,0
73.11,2,1,mid,7910797,0
52.10,-1,2,new,7951513,0
47.64,1,1,mid,7985458,1
43.29,2,1,mid,7967555,1
47.91,-1,2,mid,7950869,0
47.79,-1,2,old,7967664,1
46.90,-1,1,mid,7905580,0
82.11,2,2,mid,7999536,1
62.01,-1,2,old,7996927,1
41.20,2,1,mid,7920099,1
43.32.3,2,2,old,7927027,0
56.10,-1,1,old,7920700,1
49.39,-1,1,mid,7926599,0
46.69,-1,1,mid,7925807,0
46.43,2,1,old,7962045,1
43.31,2,1,mid,7992520,1
80.20,-1,2,mid,7939828,0
43.29,2,1,mid,7915312,1
41.10,1,1,mid,7920555,1
42.21,-1,2,mid,7914914,0
95.29.9,1,2,mid,7938422,0
49.41,1,1,new,7960708,1
47.71,1,1,mid,7995835,0
43.29,1,2,mid,7933325,0
43.12,-1,1,old,7961365,0
41.20,2,1,mid,7906766,1
43.31,2,1,mid,7912042,0
78.20,2,1,mid,7936502,1
41.20,1,2,mid,7950177,1
47.91,1,2,mid,7912299,1
62.01,-1,2,old,7926220,0
77.39.11,-1,2,mid,7913059,0
56.10,-1,1,old,7950136,0
85.42.9,-1,1,mid,7910790,0
45.31,1,1,mid,7919354,1
14.13,-1,2,old,7938556,0
77.39.12,-1,1,mid,7903238,0
85.41.9,-1,2,old,7980807,0
47.99,-1,2,old,7905958,0
43.99.3,2,1,old,7915611,1
41.20,1,1,mid,7931232,1
70.22,-1,2,mid,7903203,0
72.19,-1,2,mid,7926888,0
63.91,-1,2,mid,7965647,0
43.39,1,1,new,7908790,0
49.31.21,-1,1,new,7913217,0
43.21,2,1,mid,7925121,0
47.29,-1,2,old,7928304,0
46.73.6,1,1,mid,7922189,1
55.90,-1,1,new,7999853,0
56.10,-1,1,new,7910449,0
41.2,-1,1,mid,7925502,1
93.29.9,-1,2,old,7908322,0
95.21,2,1,mid,7926167,1
95.11,-1,2,new,7981880,1
43.39,-1,2,old,7978722,0
47.52,-1,1,old,7911922,1
46.4,-1,1,old,7926708,0
46.71,1,1,new,7922303,1
73.11,-1,1,old,7985972,1
68.31,-1,2,mid,7965390,0
49.4,2,1,mid,7922237,1
41.10,2,1,mid,7916863,0
70.22,-1,2,old,7903284,0
46.90,1,1,old,7968646,0
82.11,2,1,mid,7967030,0
43.29,2,1,mid,7992520,1
95.11,-1,1,mid,7913974,0
41.20,2,2,mid,7960781,1
47.29.39,1,1,old,7905350,1
43.39,2,1,mid,7969197,1
49.42,2,1,mid,7968436,0
68.32.1,-1,1,mid,7927948,0
49.42,-1,1,mid,7958668,0
64.99,-1,1,mid,7910486,0
46.51.1,2,1,mid,7922019,1
43.21,-1,2,old,7921910,0
46.90,1,1,old,7953481,1
46.49,1,2,mid,7993015,1
49.41,2,1,mid,7980728,1
43.29,-1,1,mid,7916245,0
41.20,1,1,mid,7922177,1
41.20,2,2,mid,7961572,0
49.32,-1,2,mid,7965241,0
47.64,1,2,mid,7922218,0
43.21,-1,2,old,7952283,1
55.20,-1,2,old,7922654,0
73.11,-1,1,old,7913755,1
46.90,2,1,mid,7981775,1
62.01,-1,2,old,7918557,0
82.11,-1,1,old,7916076,1
64.30,1,1,mid,7989353,0
42.11,1,1,new,7908800,0
45.20,-1,2,old,7969107,0
47.91,-1,2,mid,7953634,0
41.20,-1,1,old,7981142,1
46.90,-1,1,old,7917272,0
96.02.1,-1,2,mid,7951668,0
47.91,-1,2,mid,7977896,0
38.32,-1,2,mid,7999444,1
49.41,-1,2,mid,7985250,0
46.73,-1,1,old,7901452,1
71.12.53,-1,2,mid,7981127,1
49.41,-1,2,mid,7952197,0
52.24,-1,1,old,7920187,0
46.13,2,2,mid,7953895,1
56.10.1,-1,2,mid,7995006,0
71.20.8,1,1,mid,7982664,1
43.11,-1,2,mid,7912796,1
46.73,2,1,mid,7987492,0
43.99,-1,1,mid,7951248,0
41.10,1,1,mid,7988233,1
52.10,-1,2,mid,7938076,0
69.10,-1,2,old,7985804,0
01.7,-1,1,new,7952521,0
49.20.1,2,2,old,7912742,1
41.20,1,1,mid,7916121,1
46.69,2,1,mid,7906828,0
46.51,2,1,mid,7980122,1
46.18,2,1,mid,7914684,1
45.32,-1,2,old,7961302,1
43.32.3,-1,1,mid,7981434,1
43.21,-1,2,old,7902586,0
45.20,-1,2,mid,7905206,0
59.11,-1,2,mid,7903677,0
46.42,-1,2,old,7996729,1
69.20,-1,1,new,7921355,0
49.42,1,1,mid,7996970,0
49.42,-1,2,mid,7995906,0
56.10.1,-1,2,old,7918050,0
47.29.35,-1,2,old,7964832,0
52.29,1,2,mid,7918522,1
85.41,-1,2,new,7901340,0
16.10,1,2,mid,7925255,1
90.02,-1,2,old,7916319,0
90.03,-1,2,old,7995290,0
78.10,-1,2,mid,7999169,0
47.42,1,1,mid,7996240,0
46.90,-1,1,mid,7919217,1
62.03,1,1,mid,7910772,1
45.32,-1,2,mid,7985741,0
95.11,-1,2,old,7908191,1
41.20,-1,1,mid,7904877,0
43.34,2,2,mid,7980778,0
70.22,1,2,mid,7921881,1
77.32,2,2,mid,7901042,1
49.41,2,2,mid,7981218,0
43.21,1,2,mid,7912249,1
81.21,-1,1,mid,7921348,0
46.62.1,-1,1,mid,7994015,0
46.90,-1,1,mid,7938146,1
43.29,-1,1,mid,7999914,1
49.42,2,2,mid,7921792,0
56.10,-1,1,mid,7928433,0
71.12,-1,2,old,7906804,0
41.20,1,2,mid,7929197,0
46.90,-1,2,mid,7995001,0
49.42,1,1,mid,7926860,0
88.10,-1,1,mid,7985562,0
46.18,-1,2,old,7965178,0
46.69.9,-1,1,mid,7911090,0
41.20,-1,2,new,7911146,0
70.22,1,2,mid,7904341,0
68.20,-1,2,new,7918998,0
62.01,2,1,mid,7922524,0
63.99,-1,2,old,7995008,1
81.21,-1,2,mid,7982826,1
49.41,-1,1,mid,7999639,0
43.39,-1,1,mid,7936527,1
46.90,1,1,new,7983102,1
43.33,-1,2,mid,7906140,0
62.02,-1,2,mid,7999582,0
47.91.2,-1,2,mid,7926827,0
14.12,2,1,mid,7912458,0
47.19,-1,2,mid,7913786,1
46.72,1,1,mid,7996600,1
96.04,-1,2,mid,7913965,0
46.72,1,2,mid,7923037,0
82.99,-1,2,mid,7965202,0
46.49,-1,2,mid,7983132,1
95.11,-1,2,mid,7906132,1
73.11,-1,2,mid,7908449,0
49.42,1,1,mid,7936222,0
46.73,2,2,mid,7995751,0
41.20,-1,2,old,7960550,0
63.12,1,2,old,7986756,1
45.20,-1,2,mid,7960819,1
46.63,-1,1,mid,7922238,0
85.41.1,-1,2,old,7967663,1
46.90,1,1,mid,7915514,1
47.99.2,-1,2,mid,7913153,0
47.25.1,1,1,mid,7989180,1
49.41,-1,2,old,7950609,0
73.11,2,2,mid,7982616,1
93.29,-1,1,old,7999306,0
45.20,1,2,mid,7912249,0
41.20,1,1,mid,7963547,1
47.11,-1,2,old,7977548,0
95.24,-1,2,new,7925665,0
62.01,1,2,new,7999966,0
62.02,-1,2,old,7913366,1
46.73,-1,1,mid,7964632,0
77.39.1,1,1,mid,7912219,1
49.41,1,2,old,7961792,0
82.99,-1,2,old,7977807,0
47.81,-1,2,old,7904683,0
47.41,1,1,mid,7985973,1
41.20,2,2,mid,7967075,0
93.19,-1,2,old,7981693,1
49.42,1,1,new,7992004,0
43.21,1,2,mid,7919932,0
49.41,-1,2,mid,7912645,0
41.20,2,1,mid,7912029,1
43.11,1,1,mid,7909014,0
46.90,1,2,mid,7951107,1
73.11,-1,2,new,7951746,0
43.31,2,2,mid,7905260,1
43.39,1,1,mid,7921253,1
43.39,1,1,mid,7963047,1
43.31,-1,2,old,7967664,0
46.90,1,2,mid,7999498,0
49.42,-1,2,mid,7952261,1
46.73,-1,1,new,7980523,1
41.20,1,1,mid,7915988,1
46.22,-1,2,mid,7913361,1
49.42,-1,2,mid,7904638,0
41.20,-1,2,old,7953677,0
82.11,-1,2,old,7960048,0
43.21,-1,2,mid,7920404,1
43.39,-1,1,mid,7922261,1
47.52.5,-1,2,mid,7960443,0
43.32.3,1,1,mid,7915609,1
49.41.1,-1,2,mid,7922023,0
66.19,-1,2,old,7953496,0
41.20,1,1,mid,7904971,0
06.10.1,-1,1,mid,7925439,0
95.21,1,1,mid,7926555,0
41.20,-1,1,mid,7989535,0
45.32.21,-1,2,old,7926380,0
93.29,-1,2,new,7916480,0
68.31,1,1,mid,7910414,0
41.20,2,2,mid,7922530,0
55.10,-1,1,mid,7981958,0
46.66,1,1,mid,7963973,0
43.39,2,2,mid,7987153,1
46.90,2,2,mid,7913296,1
46.73,1,1,mid,7951305,1
41.20,-1,2,mid,7926976,0
66.19.4,-1,2,mid,7910446,0
45.20,-1,2,mid,7905450,0
45.20,-1,1,mid,7985531,1
46.73,1,1,mid,7913410,1
81.10,2,1,mid,7952391,0
45.32,2,2,old,7951432,1
27.51,-1,1,mid,7908543,0
69.20,-1,2,old,7996780,1
